ItemId,Serial No.,Item Code,Item Name,Description,SRP,Size,Tonality,PhysicalCount,Broken
745,206000593,AK603,AK603/ Michigan Slate,60x60 Polished Granite Tile,1,60x60,A45,0,0
746,206000599,AK603,AK603/ Michigan Slate,60x60 Polished Granite Tile,1,60x60,A53,0,0
747,206000600,AK603,AK603/ Michigan Slate,60x60 Polished Granite Tile,1,60x60,A54,0,0
748,206010010,AK604,AK604,60x60 Polished Granite,1,60x60,10,0,0
749,206010012,AK604,AK604,60x60 Polished Granite,1,60x60,12,0,0
750,206010015,AK604,AK604,60x60 Polished Granite,1,60x60,15,0,0
751,206010021,AK604,AK604,60x60 Polished Granite,1,60x60,21,0,0
752,206010027,AK604,AK604,60x60 Polished Granite,1,60x60,27,0,0
753,206010038,AK604,AK604,60x60 Polished Granite,1,60x60,40,0,0
754,206010039,AK604,AK604,60x60 Polished Granite,1,60x60,41,0,0
755,206010040,AK604,AK604,60x60 Polished Granite,1,60x60,42,0,0
756,206010042,AK604,AK604,60x60 Polished Granite,1,60x60,45,0,0
